Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,race_round,RaceName
0 days 02:04:13.149000,ZHO,24,0 days 00:02:28.721000,37.0,4.0,0 days 02:02:12.858000,,0 days 00:01:00.292000,0 days 00:00:47.909000,0 days 00:00:40.520000,0 days 02:02:44.724000,0 days 02:03:32.633000,0 days 02:04:13.153000,213.0,155.0,110.0,253.0,False,SOFT,4.0,False,Alfa Romeo,0 days 02:01:44.428000,2023-07-09 15:02:45.464,4,18.0,False,,False,False,10,British Grand Prix
0 days 01:15:30.171000,HUL,27,0 days 00:02:07.922000,8.0,2.0,0 days 01:13:58.296000,,0 days 00:01:03.362000,0 days 00:00:38.530000,0 days 00:00:26.030000,0 days 01:14:25.648000,0 days 01:15:04.178000,0 days 01:15:30.208000,288.0,251.0,245.0,289.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 01:13:22.249000,2023-07-09 14:14:23.285,1,20.0,False,,False,False,10,British Grand Prix
0 days 01:55:42.966000,HUL,27,0 days 00:02:26.674000,33.0,3.0,0 days 01:53:40.398000,,0 days 00:00:59.270000,0 days 00:00:53.983000,0 days 00:00:33.421000,0 days 01:54:15.599000,0 days 01:55:09.582000,0 days 01:55:43.003000,180.0,221.0,181.0,251.0,False,SOFT,1.0,True,Haas F1 Team,0 days 01:53:16.292000,2023-07-09 14:54:17.328,64,18.0,False,,False,False,10,British Grand Prix
0 days 01:56:34.034000,NOR,4,,34.0,2.0,0 days 01:54:11.116000,,0 days 00:01:06.137000,0 days 00:00:59.212000,0 days 00:00:40.052000,0 days 01:54:54.834000,0 days 01:55:54.052000,0 days 01:56:34.129000,168.0,165.0,149.0,125.0,False,HARD,1.0,True,McLaren,0 days 01:53:48.629000,2023-07-09 14:54:49.665,4,2.0,False,,False,False,10,British Grand Prix
0 days 01:56:35.208000,HAM,44,,34.0,2.0,0 days 01:54:26.694000,,0 days 00:01:02.563000,0 days 00:00:49.520000,0 days 00:00:39.664000,0 days 01:55:06.100000,0 days 01:55:55.583000,0 days 01:56:35.286000,118.0,158.0,179.0,245.0,False,SOFT,4.0,False,Mercedes,0 days 01:54:03.444000,2023-07-09 14:55:04.480,4,3.0,False,,False,False,10,British Grand Prix
0 days 01:44:34.513000,SAI,55,0 days 00:01:52.728000,27.0,2.0,0 days 01:43:04.300000,,0 days 00:00:50.102000,0 days 00:00:37.336000,0 days 00:00:25.290000,0 days 01:43:31.918000,0 days 01:44:09.254000,0 days 01:44:34.544000,289.0,256.0,250.0,299.0,False,HARD,1.0,True,Ferrari,0 days 01:42:41.785000,2023-07-09 14:43:42.821,1,12.0,False,,False,False,10,British Grand Prix
0 days 01:47:36.464000,RUS,63,0 days 00:01:53.262000,29.0,2.0,0 days 01:46:06.781000,,0 days 00:00:50.724000,0 days 00:00:37.231000,0 days 00:00:25.307000,0 days 01:46:33.939000,0 days 01:47:11.170000,0 days 01:47:36.477000,289.0,259.0,250.0,301.0,False,MEDIUM,1.0,True,Mercedes,0 days 01:45:43.202000,2023-07-09 14:46:44.238,1,9.0,False,,False,False,10,British Grand Prix
0 days 01:55:11.123000,BOT,77,0 days 00:02:26.908000,33.0,2.0,0 days 01:53:07.883000,,0 days 00:01:04.731000,0 days 00:00:46.829000,0 days 00:00:35.348000,0 days 01:53:48.968000,0 days 01:54:35.797000,0 days 01:55:11.145000,170.0,230.0,154.0,164.0,False,SOFT,1.0,True,Alfa Romeo,0 days 01:52:44.215000,2023-07-09 14:53:45.251,64,14.0,False,,False,False,10,British Grand Prix
0 days 01:49:03.248000,PIA,81,0 days 00:01:52.490000,30.0,2.0,0 days 01:47:33.436000,,0 days 00:00:50.213000,0 days 00:00:36.939000,0 days 00:00:25.338000,0 days 01:48:01.007000,0 days 01:48:37.946000,0 days 01:49:03.284000,291.0,259.0,249.0,300.0,False,HARD,1.0,True,McLaren,0 days 01:47:10.758000,2023-07-09 14:48:11.794,1,6.0,False,,False,False,10,British Grand Prix
0 days 01:36:14.528000,VER,1,0 days 00:01:42.007000,24.0,2.0,0 days 01:34:52.164000,,0 days 00:00:48.429000,0 days 00:00:30.204000,0 days 00:00:23.374000,0 days 01:35:20.976000,0 days 01:35:51.180000,0 days 01:36:14.554000,266.0,235.0,245.0,,False,HARD,1.0,True,Red Bull Racing,0 days 01:34:32.521000,2023-07-23 13:35:34.549,1,1.0,False,,False,False,11,Hungarian Grand Prix
